# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:40:00
# parameter: seed = 1896609
# parameter: T = 30000.0
# parameter: lower_interarrival = 7.8
# parameter: upper_interarrival = 55.8
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       7.330,     2,Finish(1),before,   1,   0,   0,   1,   0
       7.330,     2,Finish(1), after,   2,   0,   0,   0,   1
      25.964,     3,Finish(2),before,   1,   0,   0,   0,   1
      25.964,     3,Finish(2), after,   1,   0,   0,   0,   0
      46.769,     1,  Arrival,before,   0,   0,   0,   0,   0
      46.769,     1,  Arrival, after,   2,   0,   0,   1,   0
      90.615,     5,Finish(1),before,   1,   0,   0,   1,   0
      90.615,     5,Finish(1), after,   2,   0,   0,   0,   1
     100.266,     4,  Arrival,before,   1,   0,   0,   0,   1
     100.266,     4,  Arrival, after,   3,   0,   0,   1,   1
     105.318,     6,Finish(2),before,   2,   0,   0,   1,   1
     105.318,     6,Finish(2), after,   2,   0,   0,   1,   0
     131.656,     8,Finish(1),before,   1,   0,   0,   1,   0
     131.656,     8,Finish(1), after,   2,   0,   0,   0,   1
     136.951,     7,  Arrival,before,   1,   0,   0,   0,   1
     136.951,     7,  Arrival, after,   3,   0,   0,   1,   1
     143.849,    11,Finish(1),before,   2,   0,   0,   1,   1
     143.849,    11,Finish(1), after,   2,   0,   1,   0,   1
     147.888,     9,Finish(2),before,   1,   0,   1,   0,   1
     147.888,     9,Finish(2), after,   2,   0,   0,   0,   1
     151.487,    10,  Arrival,before,   1,   0,   0,   0,   1
     151.487,    10,  Arrival, after,   3,   0,   0,   1,   1
     157.704,    14,Finish(1),before,   2,   0,   0,   1,   1
     157.704,    14,Finish(1), after,   2,   0,   1,   0,   1
     165.158,    12,Finish(2),before,   1,   0,   1,   0,   1
     165.158,    12,Finish(2), after,   2,   0,   0,   0,   1
     184.543,    15,Finish(2),before,   1,   0,   0,   0,   1
     184.543,    15,Finish(2), after,   1,   0,   0,   0,   0
     186.094,    13,  Arrival,before,   0,   0,   0,   0,   0
     186.094,    13,  Arrival, after,   2,   0,   0,   1,   0
     186.648,    17,Finish(1),before,   1,   0,   0,   1,   0
